Tenant_ID,Tenant_Name,Email,Phone,Lease_ID,Property_Name,Unit_Number,Lease_Start,Lease_End,Monthly_Rent,Arrears_Amount,Due_Date,Property_Address,City,State,Country,Postal_Code,Payment_Method,Transaction_Status,Days_Overdue
TEN1545,Anthony Young,meghan67@baker.com,+1-924-967-8335x4202,LEASE1045,"Collins, Frank and Woods",Unit 11,2020-06-09,2025-11-22,816.97,3958.93,2025-04-06,"0165 Kathy Route Suite 983, Lauramouth, OH 37752",Karenshire,Maryland,Lithuania,82740,Cash,In Arrears,46
TEN1547,Christopher Harris,kcook@hotmail.com,(780)808-0108,LEASE1047,"Montoya, Frank and Holder",Unit 52,2022-02-13,2025-06-08,723.78,2835.72,2025-02-26,"312 Smith Drive, Johnsontown, MT 20278",Whiteland,Massachusetts,New Caledonia,87018,Standing Order,Completed,85
TEN1576,Ashley King,saunderschristopher@hotmail.com,+1-533-992-0792x226,LEASE1076,"Martinez, Wood and Boyle",Unit 66,2022-04-16,2026-07-31,1348.24,2556.59,2025-04-19,"72429 King Point Suite 385, Lake Courtneyhaven, TN 99670",Weissberg,Alaska,Djibouti,56247,Bank Transfer,Completed,33
TEN1585,Mark Davis,smithelizabeth@moran.net,001-912-940-1451x590,LEASE1085,"Murray, Cruz and Riggs",Unit 89,2023-06-18,2026-08-24,2944.33,2608.13,2025-03-19,"USS Murphy, FPO AP 84699",Hooverside,Alaska,Bulgaria,39472,Bank Transfer,Pending,64
TEN1586,Elizabeth Leonard,ramirezjessica@hamilton.com,587.033.4592,LEASE1086,Gardner-Reed,Unit 26,2023-06-18,2026-04-09,1584.48,3768.06,2025-03-30,"0044 Fritz Harbor, West Shannonmouth, CO 13163",North Jessicaside,New Mexico,Norway,43612,Bank Transfer,Failed,53
TEN1589,Craig Schaefer,garnernicholas@yahoo.com,(388)394-3164,LEASE1089,"Yang, Farrell and Carroll",Unit 54,2021-05-28,2027-02-10,1340.77,2046.18,2025-02-27,"7270 Melendez Grove Apt. 132, Davidberg, KY 93825",North Spencerfurt,Idaho,New Caledonia,10710,Credit Card,Failed,84
TEN1593,April Douglas,oclarke@knapp.com,001-186-309-0238,LEASE1093,"Arroyo, Rose and Hess",Unit 66,2021-12-05,2027-05-20,2712.57,3519.52,2025-04-06,"6800 Julie Tunnel Suite 624, Scottberg, ME 28477",New Andrewhaven,Alabama,Panama,98308,Bank Transfer,In Arrears,46
TEN1596,Martin Rice,wilsonkimberly@ward.com,1767278701,LEASE1096,Rhodes-Conway,Unit 54,2022-11-15,2026-01-23,2294.32,2331.82,2025-04-01,"391 Susan Lake Apt. 610, Copelandview, KS 04343",Jeffreyhaven,Wisconsin,Indonesia,98970,Standing Order,Completed,51
TEN1604,Robert Owen,qboyd@gmail.com,(312)934-9244x90932,LEASE1104,Willis Ltd,Unit 73,2023-09-06,2026-12-04,1422.27,1872.86,2025-03-24,"50994 Barbara Dale Apt. 576, West Selenafurt, NE 74942",Bryanview,Oklahoma,Grenada,19175,Cash,Pending,59
TEN1622,Jesse Welch,williamfleming@gmail.com,137.143.9751x179,LEASE1122,Burton Group,Unit 28,2021-06-28,2026-09-24,1763.83,3422.89,2025-04-13,"PSC 2492, Box 3721, APO AE 75901",West Aaronton,Illinois,Tunisia,50347,Standing Order,Completed,39
TEN1624,Daniel Ramos,daviddoyle@mcknight.com,(208)698-8839x2015,LEASE1124,Miller Inc,Unit 98,2023-02-24,2027-06-17,931.54,3976.6,2025-04-16,"24459 Frederick Freeway Suite 323, Tylerfort, GA 45241",Victoriaburgh,Louisiana,Isle of Man,8077,Standing Order,In Arrears,36
TEN1625,Robert Knapp,robert04@gmail.com,273.462.0758,LEASE1125,"Benson, Smith and Johnson",Unit 98,2023-07-12,2027-04-09,1351.27,1470.55,2025-03-20,"6913 Gerald Walks Suite 406, East Victoria, KS 04966",Lake Juan,Wisconsin,Portugal,7397,Credit Card,Failed,63
TEN1627,Stephen Johnson,smithalexis@gmail.com,376-899-0481x652,LEASE1127,Collins-Brown,Unit 5,2023-11-17,2025-06-26,1779.31,2126.54,2025-03-18,"93672 Laura Prairie Apt. 267, Kentstad, WA 52750",Pittmanview,Pennsylvania,French Southern Territories,76595,Bank Transfer,Failed,65
TEN1634,Garrett Peterson,lanevincent@hotmail.com,001-216-697-2986x11511,LEASE1134,Hinton-Day,Unit 31,2020-09-29,2026-02-01,759.19,2392.38,2025-04-21,"PSC 3221, Box 4618, APO AA 44066",Lake Markside,Pennsylvania,India,15911,Credit Card,Pending,31
TEN1637,Brian Best,daisy66@gmail.com,378.373.6726x7350,LEASE1137,Smith Inc,Unit 93,2023-02-16,2026-06-07,746.78,1430.57,2025-04-13,"748 Jones Well, Gonzalezfurt, DC 13707",Scottton,Georgia,Luxembourg,22182,Standing Order,In Arrears,39
TEN1638,Ashley Cruz,janet48@yahoo.com,(298)378-1761,LEASE1138,Adams-Hansen,Unit 2,2023-01-05,2027-01-18,2052.32,1853.18,2025-03-23,"898 Margaret Island Apt. 179, Brendafurt, ND 09082",Lake Pattytown,South Carolina,Heard Island and McDonald Islands,33552,Cash,Completed,60
TEN1642,Bonnie Salas,suejackson@hotmail.com,966.659.4788x812,LEASE1142,Day LLC,Unit 81,2020-08-09,2025-09-22,527.95,3851.27,2025-04-16,"8383 Jennifer Falls Suite 770, Shellyborough, IL 33028",Lake Angela,Wisconsin,Dominica,33949,Bank Transfer,Pending,36
TEN1643,Bryan Hansen,curtismcdaniel@gmail.com,+1-993-007-2833x451,LEASE1143,"Lopez, Sutton and Allen",Unit 87,2023-10-03,2025-11-09,2537.29,1336.6,2025-04-21,"8349 Thompson Stream Apt. 536, Lake Kristinfurt, RI 57568",Lake Lori,Minnesota,China,38669,Cash,In Arrears,31
TEN1645,April Rivera,zedwards@hotmail.com,(691)267-7798x222,LEASE1145,Hunt LLC,Unit 75,2022-08-14,2026-04-08,2107.85,3843.77,2025-03-18,"160 James Expressway, West Joshuaton, MT 72482",Alexisfurt,New York,Guam,12720,Credit Card,Completed,65
TEN1660,Mary Morales,markmorris@smith.com,919-632-1141x4622,LEASE1160,"Jenkins, Brown and Galloway",Unit 10,2021-06-29,2027-04-20,574.69,3779.47,2025-04-02,"405 Michael Turnpike Apt. 990, Rebekahchester, SC 07865",Mooreview,South Carolina,Cameroon,99805,Credit Card,Completed,50
TEN1663,Andrew Stevens,velezjames@gmail.com,325.924.3984x83213,LEASE1163,"Martin, Beard and Walls",Unit 83,2022-08-12,2028-03-27,2730.37,3839.99,2025-03-02,"PSC 3384, Box 3985, APO AP 60704",Port Williambury,Indiana,Macedonia,32681,Credit Card,Pending,81
TEN1668,Gregory Christensen,nicolejohnson@morris-francis.com,001-317-878-4219x25193,LEASE1168,Ortiz and Sons,Unit 27,2021-04-22,2027-06-13,2423.34,1684.49,2025-03-22,"03372 Charles Brook, Jamesstad, IL 28551",Carpenterland,Nevada,Solomon Islands,63899,Standing Order,Pending,61
TEN1672,Cameron Valdez,amywilliams@gmail.com,001-912-908-6886x6240,LEASE1172,"Miller, Butler and Thomas",Unit 87,2021-10-23,2026-11-22,1763.56,570.62,2025-03-12,"828 Ramsey Bridge Suite 488, Whitakertown, KY 39529",Harrisbury,Colorado,Djibouti,71421,Cash,In Arrears,71
TEN1682,Donna Simmons,kimberlyluna@jones.com,+1-853-752-7029x381,LEASE1182,"Lewis, Lewis and Bishop",Unit 47,2021-12-18,2026-01-13,2722.79,3859.15,2025-04-20,"334 James Corner, Port Samanthachester, RI 80803",New Kathleen,Minnesota,Antigua and Barbuda,67856,Bank Transfer,Failed,32
TEN1693,Gabrielle Schaefer,carlaleblanc@yahoo.com,014-562-6637x7126,LEASE1193,Moore-Brown,Unit 18,2022-07-05,2026-03-15,1485.07,2293.41,2025-04-07,"32931 William Hill Apt. 936, New Richard, IA 67740",West Samantha,Colorado,Latvia,27286,Cash,Completed,45
TEN1696,Renee Clark,blairjoshua@mcclure.com,001-630-979-0334x7521,LEASE1196,Smith-Anderson,Unit 18,2023-03-28,2027-04-16,1615.59,2418.51,2025-04-02,"283 Daniel Keys Suite 483, Josephview, OH 19185",Lake Christineport,Georgia,Latvia,20068,Bank Transfer,In Arrears,50
TEN1698,Robin Barrett,wtucker@hotmail.com,468-255-4322,LEASE1198,Merritt LLC,Unit 7,2021-06-14,2028-02-04,1220.76,1842.28,2025-03-27,"8607 Robertson Pass, West Emily, WI 75961",Woodton,North Carolina,Denmark,60228,Cash,In Arrears,56
TEN1706,Crystal Johnson,sean45@foster.biz,+1-407-133-3676x2832,LEASE1206,Suarez-Graves,Unit 44,2021-03-02,2026-03-08,2896.1,1583.33,2025-02-26,"9165 Smith Fort Apt. 731, North Aaron, OH 69941",Johnnyside,Texas,Hungary,84391,Bank Transfer,Pending,85
TEN1710,Thomas Silva,kristyriley@carr.biz,(123)939-3190,LEASE1210,White-Sanders,Unit 19,2023-07-14,2026-08-02,1082.8,2165.92,2025-02-28,"307 Mcfarland Bridge, Kathleenhaven, LA 36018",East Christineton,Illinois,French Guiana,61302,Standing Order,Pending,83
TEN1713,Leroy Gonzalez,cannonrichard@yahoo.com,650.257.7475,LEASE1213,"Smith, Hughes and Miranda",Unit 20,2022-03-23,2026-01-27,2860.47,3715.96,2025-03-30,"0146 Steven Heights Apt. 581, Geraldchester, MN 05893",New Lisa,Kansas,Iran,74295,Bank Transfer,In Arrears,53
TEN1719,Amy Coffey,lisabrown@barnes.com,459.385.2569,LEASE1219,Reese-Martin,Unit 91,2021-08-31,2028-02-04,2406.22,1606.06,2025-04-15,"457 Walls Underpass, Spenceburgh, ID 45937",North Thomashaven,North Dakota,Solomon Islands,41337,Credit Card,Failed,37
TEN1722,Marissa Figueroa,daniellee@yahoo.com,162-422-4084,LEASE1222,"Richardson, Goodwin and Santiago",Unit 78,2021-04-22,2027-11-14,2668.59,3743.06,2025-03-30,"06247 Jamie Lakes Suite 086, Schmittmouth, PA 69261",Suzanneberg,New Hampshire,Afghanistan,99335,Credit Card,Failed,53
TEN1729,Grant Dorsey,kyle91@yahoo.com,027.466.6558x65240,LEASE1229,Reyes Ltd,Unit 45,2021-07-05,2027-04-28,923.54,2059.66,2025-04-20,"9784 Nancy Dale, East Brandy, MO 58395",Angelachester,Hawaii,Saint Lucia,95694,Bank Transfer,Pending,32
TEN1752,Victor Miller,vfriedman@wells.com,+1-710-944-2432x28104,LEASE1252,Bell PLC,Unit 55,2021-11-03,2028-02-01,1806.22,2979.65,2025-04-04,"2403 Sean Summit Apt. 685, South Calvin, GA 59206",Robertbury,Virginia,Tunisia,30409,Credit Card,Completed,48
TEN1759,Stephen Rubio,hineslindsay@yahoo.com,(891)572-8513x83291,LEASE1259,Medina-Contreras,Unit 33,2023-06-28,2025-12-31,2161.08,3446.35,2025-03-14,"465 Copeland Squares Apt. 135, North Hector, NM 08590",East Hannahborough,Montana,Holy See (Vatican City State),63158,Bank Transfer,Pending,69
TEN1761,Karina Robles,jhanson@hotmail.com,001-666-874-1405,LEASE1261,Brown-Duran,Unit 55,2021-12-26,2026-05-06,2515.85,1217.73,2025-04-11,"73530 Brian Ville Suite 262, East Johnport, OH 22932",East John,North Carolina,Spain,4775,Cash,Failed,41
TEN1763,Gary Ray,bbrowning@hotmail.com,166-947-8329,LEASE1263,"Graves, Cherry and Zavala",Unit 80,2023-01-12,2026-03-27,2836.2,3356.78,2025-03-22,"33125 Lopez Isle Apt. 581, Elizabethfort, TX 45259",Escobarside,Alaska,Finland,80876,Cash,Pending,61
TEN1766,Tonya Parks,mcdonaldfelicia@dawson.com,(384)902-4330,LEASE1266,"Sweeney, Hale and Carson",Unit 99,2020-08-18,2027-10-24,2917.98,2439.73,2025-04-13,"42456 Walker Locks, Richardport, NH 02860",New Charles,North Carolina,Sao Tome and Principe,88659,Bank Transfer,Failed,39
TEN1773,Morgan Goodman,brandonholt@holden.com,568.873.7766x233,LEASE1273,Morgan-Morales,Unit 40,2021-07-09,2026-07-28,1138.7,2171.93,2025-03-31,"230 Mary Spurs Suite 086, Brycefurt, WV 39491",Port Connor,South Carolina,Benin,23938,Credit Card,Failed,52
TEN1774,Nicholas Edwards,jacob97@gmail.com,779-465-9140x36889,LEASE1274,"Jones, Davis and Evans",Unit 89,2021-09-25,2028-01-23,1761.34,530.93,2025-03-13,"96782 Mason Isle, West Miguelchester, MN 27889",New Michellemouth,Wisconsin,Kiribati,58319,Standing Order,In Arrears,70
TEN1783,Donna Mckinney,hansencassandra@gmail.com,001-470-973-2047x15344,LEASE1283,Davidson Ltd,Unit 75,2023-02-26,2027-11-21,845.08,2179.1,2025-03-11,"577 Luna Summit Apt. 779, North Melaniemouth, DC 22650",South Larryside,Nevada,Saint Lucia,30260,Standing Order,Failed,72
TEN1784,Brandi Sullivan,nwalker@gmail.com,555.527.7722,LEASE1284,Weaver and Sons,Unit 45,2024-04-05,2026-10-07,2320.51,3191.44,2025-03-17,"36150 Robert Villages Apt. 547, Port Danielside, ME 17961",North Richard,Iowa,Svalbard & Jan Mayen Islands,59739,Standing Order,Pending,66
TEN1788,Vanessa Mason,gardnerstephanie@gmail.com,9347768920,LEASE1288,Johnson-Briggs,Unit 9,2023-09-07,2027-02-17,2545.71,3376.23,2025-04-11,"609 Underwood Unions, New Willie, ID 55028",Hughesfort,Texas,Brunei Darussalam,88560,Bank Transfer,Pending,41
TEN1793,Michelle Rodriguez,kaylawilliams@hotmail.com,(307)728-0378x4483,LEASE1293,"Jones, Ward and Mcconnell",Unit 93,2023-04-01,2026-06-23,2646.09,1987.15,2025-03-01,"1404 Porter Track Suite 779, West William, CO 23432",Lake Angelaville,California,New Caledonia,51750,Credit Card,Pending,82
TEN1797,Wendy Roberts,brandybradley@williams.org,(170)728-1422,LEASE1297,Roberts-Bailey,Unit 22,2022-11-25,2028-02-18,2622.58,2027.12,2025-03-05,"78357 Roberto Shores Suite 297, East Emilyton, TN 94943",Scottport,New Mexico,Djibouti,78135,Credit Card,Completed,78
TEN1803,John Miller,paul65@hotmail.com,001-889-247-2629x64098,LEASE1303,"Santiago, Freeman and Owens",Unit 10,2020-10-12,2027-01-06,2425.33,3698.16,2025-03-22,"514 Patel Street, New Kevinville, WI 37688",East Amandachester,Wisconsin,Benin,25969,Bank Transfer,Completed,61
TEN1809,Kyle Odom,wcisneros@gmail.com,(317)510-9242,LEASE1309,Davis Ltd,Unit 9,2023-02-06,2025-09-14,2908.86,1475.87,2025-04-09,"40349 Williamson Alley, West Francisco, RI 99118",Sanchezside,Wyoming,Jersey,38568,Bank Transfer,In Arrears,43
TEN1815,Mr. James Lloyd,jarvischristopher@hotmail.com,+1-150-014-4183x558,LEASE1315,Aguirre-Smith,Unit 47,2022-08-11,2027-10-28,2814.02,1107.72,2025-02-25,"9978 Erin Vista, New Rebekah, CT 91931",New Anthonyport,Connecticut,Burkina Faso,98597,Standing Order,Failed,86
TEN1822,Michelle Mcguire,barberlucas@johnson.com,(314)717-7942x544,LEASE1322,Keller-Schmidt,Unit 43,2020-08-02,2026-03-05,598.93,619.16,2025-03-26,"7185 Dennis Forges Suite 692, South Bradley, TN 30345",Lake Tara,Wisconsin,Lao People's Democratic Republic,33362,Bank Transfer,Pending,57
TEN1834,Joshua Robertson,lyonskelsey@yahoo.com,+1-905-366-9617x99913,LEASE1334,Nelson Group,Unit 82,2020-10-30,2026-06-07,2362.96,723.79,2025-03-25,"301 Cortez Hills, Lake Logan, PA 41130",South Christopher,Utah,Argentina,7751,Bank Transfer,In Arrears,58
TEN1843,Mrs. Linda Lopez,tina63@hotmail.com,+1-708-191-3239x0226,LEASE1343,Thomas and Sons,Unit 33,2022-10-20,2027-05-10,1019.86,2697.53,2025-03-03,"62700 Adams Loop, North Joshua, MT 09581",Robertfurt,Indiana,Saint Kitts and Nevis,11120,Bank Transfer,Pending,80
TEN1847,Scott Castillo,rossandrew@gmail.com,(662)646-8410x646,LEASE1347,Bennett-Armstrong,Unit 41,2023-05-18,2026-08-10,1219.19,2762.09,2025-03-07,"035 Bentley Coves, South Robertburgh, CO 10982",Lopezfurt,Kentucky,Pakistan,54102,Cash,Failed,76
TEN1848,Katherine Gibson,emartin@mason-acosta.com,001-829-238-3608x9098,LEASE1348,Rodriguez Inc,Unit 54,2021-05-25,2026-03-08,1895.56,975.95,2025-03-26,"597 Fitzgerald Passage Suite 961, Joseshire, HI 46351",Port Anthonyberg,Virginia,Liechtenstein,42669,Cash,Completed,57
TEN1856,Peter Alvarez,jennifer93@hotmail.com,(309)911-4234,LEASE1356,Keller-Cooper,Unit 86,2020-10-25,2026-01-20,2724.17,3465.69,2025-03-09,"Unit 0874 Box 8006, DPO AA 57799",Brownchester,South Dakota,Hong Kong,57248,Cash,In Arrears,74
TEN1868,Gary Cross,gmurphy@hotmail.com,687.756.9352,LEASE1368,"Dean, Cannon and Martin",Unit 90,2020-09-30,2026-07-29,2917.26,1738.64,2025-03-29,"9235 Matthew Avenue, West Laura, MN 95623",Rickyton,New Hampshire,Malaysia,12704,Standing Order,Completed,54
TEN1876,David Diaz,joseph39@yahoo.com,584-745-5806x0255,LEASE1376,Frazier Group,Unit 56,2021-05-03,2026-10-18,2819.6,3364.23,2025-03-06,"65376 Harris Dale Apt. 636, Sarahland, VA 79802",South Lynnmouth,Nevada,Albania,30052,Credit Card,Pending,77
TEN1878,Tina Haley,mcclainjohn@hotmail.com,+1-957-229-6187,LEASE1378,"Rose, Taylor and Murphy",Unit 71,2020-07-24,2026-04-20,745.58,1730.15,2025-03-07,"8730 Ronald Mission, Jamesview, WA 80051",West Jasmine,Hawaii,Antarctica (the territory South of 60 deg S),9372,Cash,Failed,76
TEN1880,Cynthia Flowers,zvance@yahoo.com,454.600.7855x2961,LEASE1380,Buchanan-Bailey,Unit 82,2023-01-24,2027-07-10,2424.41,1871.88,2025-03-09,"315 Joseph Mission Suite 732, East Darrellhaven, IA 77797",Cruzshire,Hawaii,Czech Republic,35381,Standing Order,Failed,74
TEN1881,Samuel Spencer,onealedward@yahoo.com,521.700.1435,LEASE1381,Hernandez Ltd,Unit 17,2022-01-10,2025-08-09,2524.03,2499.08,2025-03-13,"Unit 7094 Box 8272, DPO AA 79907",Wintersfurt,Florida,United States of America,53110,Standing Order,Completed,70
TEN1882,Dustin Cole,dknight@barnes.com,+1-734-885-6111x0343,LEASE1382,"Welch, Reed and Rodriguez",Unit 69,2020-09-12,2026-10-15,1877.59,894.23,2025-02-26,"46407 Hernandez Ridges Apt. 026, Wilkinsonborough, SC 81697",Brandonland,Florida,Mexico,26953,Credit Card,Pending,85
TEN1883,John Boyer,keithbowen@thomas.net,+1-398-395-8950x07501,LEASE1383,"Williams, Yates and Martinez",Unit 77,2023-01-02,2028-05-16,677.11,2036.68,2025-04-04,"6523 Jennifer Village Suite 915, Lowefort, WI 25187",New Stephenberg,Pennsylvania,Palestinian Territory,81511,Cash,In Arrears,48
TEN1885,Jacqueline Ferguson,christinawelch@yahoo.com,+1-586-450-7232,LEASE1385,Kelley-Graham,Unit 68,2021-10-24,2026-05-18,1551.43,2781.24,2025-04-01,"PSC 6638, Box 2804, APO AA 42046",Port Amanda,Colorado,Korea,20781,Cash,In Arrears,51
TEN1887,Noah Lopez,rruiz@davenport.biz,1701913937,LEASE1387,Bright Group,Unit 99,2022-08-19,2025-05-28,861.15,3269.32,2025-03-23,"8791 Melissa Walk Suite 111, Marvinland, MI 32575",Lake Lisamouth,Maine,Libyan Arab Jamahiriya,24321,Bank Transfer,Completed,60
TEN1891,John Foster,sporter@webb-barry.info,(718)638-3214x7963,LEASE1391,"Jacobs, Wright and Ruiz",Unit 51,2024-04-19,2028-04-05,2014.05,2012.38,2025-03-07,"1992 Stacey Islands, Kruegerside, AZ 76969",Aguilarborough,New Mexico,Burundi,28946,Credit Card,Failed,76
TEN1892,John Browning,dsmith@grimes.org,321-242-7353,LEASE1392,Collins-Murray,Unit 66,2020-12-24,2026-11-21,2895.76,1187.66,2025-02-22,"849 Gordon Dam Suite 699, West Ernest, AR 40305",Danielsberg,Louisiana,Lithuania,31702,Cash,In Arrears,89
TEN1902,Colin Kidd,rhondamoore@schneider.com,7763654749,LEASE1402,Nguyen PLC,Unit 92,2022-07-12,2026-01-02,823.94,1374.17,2025-03-11,"940 William Shores Apt. 539, Perrymouth, AZ 19640",Craigborough,Kansas,Sierra Leone,1649,Standing Order,Pending,72
TEN1905,Tamara Anderson,wsmith@hotmail.com,607-628-0609x395,LEASE1405,Hill Inc,Unit 100,2021-01-12,2027-01-22,2143.49,1593.75,2025-04-03,"4699 Wells Ports, Megantown, HI 56663",Port Ryanborough,Oregon,Cote d'Ivoire,91637,Standing Order,Completed,49
TEN1906,Shelly Fisher,julie93@yahoo.com,001-832-924-5787x29966,LEASE1406,Branch LLC,Unit 79,2023-02-07,2026-02-14,2395.67,1415.72,2025-04-16,"5355 Sullivan Meadow Suite 482, Adamland, VA 94998",Whitefurt,South Carolina,Uzbekistan,52581,Cash,In Arrears,36
TEN1910,Heidi Atkins DVM,colleen18@hinton.com,(874)515-0790x268,LEASE1410,Davis-Summers,Unit 47,2022-11-28,2026-08-19,1811.98,3009.84,2025-04-06,"249 Ward Burgs, Port Douglas, CO 17836",Costachester,North Dakota,Korea,28179,Bank Transfer,Completed,46
TEN1912,Michael Daniels,caseyphillips@yahoo.com,(391)573-5380x9028,LEASE1412,Shaffer Ltd,Unit 28,2023-06-26,2026-04-28,2811.08,570.27,2025-03-04,"2206 Zachary Valleys Apt. 038, Vincentfort, NM 55368",Joseland,Kentucky,Micronesia,1688,Bank Transfer,Pending,79
TEN1920,Jasmine Wilson,bbrady@hotmail.com,389-143-6629x75629,LEASE1420,"Martinez, Ruiz and Morales",Unit 58,2021-02-21,2028-03-30,1424.85,3537.11,2025-04-20,"6893 Michael Mission Suite 778, Davisstad, ME 27553",Port Williamton,Missouri,Bouvet Island (Bouvetoya),59514,Cash,In Arrears,32
TEN1923,Robert Ford,lauratrevino@smith-powell.net,+1-160-976-9352x293,LEASE1423,Taylor-Baldwin,Unit 45,2023-03-02,2027-01-03,682.35,1980.3,2025-03-21,"864 Moon Station, Jerrybury, AR 43062",Brownview,Mississippi,Ireland,89496,Bank Transfer,Pending,62
TEN1926,Rebecca Martinez,melissahayes@murphy.net,394-530-1574x9111,LEASE1426,"Wilson, Kaiser and Wyatt",Unit 53,2024-01-30,2026-07-06,2052.35,3311.1,2025-02-27,"245 Michael Circles Apt. 001, Smithburgh, LA 31209",Sharonshire,West Virginia,Guernsey,55105,Bank Transfer,Pending,84
TEN1946,Jesse Downs,kwatson@gmail.com,001-510-514-4736x8147,LEASE1446,English-Blevins,Unit 80,2022-12-15,2025-08-30,823.66,1897.67,2025-03-14,"41194 Martin Ways Apt. 549, East Jeremy, AL 49639",South George,Michigan,Belarus,76744,Bank Transfer,Completed,69
TEN1951,Ricardo Lyons,nathan17@gmail.com,148-727-5400x8072,LEASE1451,Mata LLC,Unit 44,2023-10-21,2026-07-13,998.28,1875.4,2025-02-22,"PSC 6534, Box 1291, APO AA 24606",New Micheleburgh,Ohio,Trinidad and Tobago,61425,Credit Card,In Arrears,89
TEN1952,Arthur Roberts,lori35@olson.info,+1-252-842-5255x7314,LEASE1452,"Rogers, Flores and Walker",Unit 74,2021-03-19,2026-12-24,556.04,1086.6,2025-04-09,"1893 Gordon Locks Suite 812, Jimenezburgh, SD 25243",Amybury,Oklahoma,Eritrea,23127,Standing Order,Completed,43
TEN1955,Barbara Warner,thompsonrichard@reed.com,(107)679-4104x422,LEASE1455,Hicks-Sutton,Unit 21,2023-09-11,2025-08-09,2414.38,2649.76,2025-03-07,"8493 Jensen Route, Amyhaven, IN 85034",Lake Joseph,Virginia,Saint Helena,50579,Standing Order,Completed,76
TEN1960,Sandy Cruz,brian05@gmail.com,562.501.5160,LEASE1460,"Peterson, Lin and Brooks",Unit 55,2022-12-08,2025-11-05,1853.95,1242.03,2025-02-27,"9283 George Parkway Apt. 516, Hendrixfurt, UT 98829",Sarastad,West Virginia,United States Minor Outlying Islands,36632,Credit Card,In Arrears,84
TEN1961,Wesley Lee,brownsheri@sweeney.net,001-979-356-0470x93568,LEASE1461,"Warren, Khan and Jordan",Unit 67,2023-07-06,2027-03-27,1348.11,675.05,2025-03-18,"447 Carter Hollow Apt. 825, New Timothyside, VA 29427",Port Joshua,Alaska,United Kingdom,72316,Cash,In Arrears,65
TEN1965,Kara Martinez,mezanoah@gmail.com,+1-238-419-5027x54891,LEASE1465,Jones Inc,Unit 32,2021-03-21,2028-03-12,709.47,3094.87,2025-02-21,"620 Mills Pike Suite 135, North Gary, HI 27573",North Reginald,South Carolina,Estonia,26404,Standing Order,In Arrears,90
TEN1967,William Castro,fsmith@martin-weber.com,+1-190-433-7833x8240,LEASE1467,Hill-Martinez,Unit 90,2023-08-06,2027-06-05,2316.5,1030.6,2025-03-07,"534 Daniel Trafficway, South Rebecca, AR 27325",Mariofurt,South Carolina,Canada,43524,Standing Order,In Arrears,76
TEN1971,Abigail Moon,brentpowell@yahoo.com,351.881.8102x978,LEASE1471,Ramsey-Collins,Unit 90,2024-02-09,2026-01-02,2984.31,3555.53,2025-02-25,"4000 Braun Bridge Apt. 041, East Kimberly, HI 28621",Lake Christopherstad,Massachusetts,Congo,31057,Standing Order,Completed,86
